,KCNTOMS,QPROREL,UAVLEGM,UAVLEGS,KLAMPO95,KLAMPO147,KLAMPO148,KLAMPO149,ZVCT,ZINST63,KBCDO17,KBCDO18,KBCDO19,KBCDO20,KBCDO21,KBCDO22,KLAMPO224,KLAMPO22,KLAMPO150,KLAMPO244,KLAMPO241,KLAMPO242,KLAMPO243,KLAMPO181,KLAMPO182,KLAMPO183,CAXOFF,R,S,UP_D,UP_O,DOWN_D,DOWN_O,Act,time
315,1818,0.13173508644104004,296.82080078125,291.7034606933594,0,0,0,0,74.86373901367188,29.144556045532227,1800,205,1767,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6121355295181274,0.02932238437500041,314,297.33692,299.33692,295.33692,293.33692,0,1575
316,1823,0.1332665979862213,296.7407531738281,291.7032470703125,0,0,0,0,74.7939224243164,28.999191284179688,1800,205,1768,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.612259030342102,0.03216433652343767,315,297.34897,299.34897,295.34897,293.34897,2,1580
317,1830,0.13482952117919922,296.6114807128906,291.7030029296875,0,0,0,0,74.68624114990234,28.78533935546875,1800,205,1769,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6121364831924438,0.03408718574218847,316,297.36584000000005,299.36584000000005,295.36584000000005,293.36584000000005,1,1585
318,1836,0.1357496976852417,296.4731750488281,291.70281982421875,0,0,0,0,74.58500671386719,28.569290161132812,1800,205,1769,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6119194626808167,0.03714249902343818,317,297.38030000000003,299.38030000000003,295.38030000000003,293.38030000000003,0,1590
319,1842,0.13718488812446594,296.3397521972656,291.70263671875,0,0,0,0,74.47584533691406,28.343120574951172,1800,205,1770,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6116918921470642,0.03889984394531212,318,297.39476,299.39476,295.39476,293.39476,1,1595
320,1848,0.1392069309949875,296.2151184082031,291.7025146484375,0,0,0,0,74.35910034179688,28.132095336914062,1800,205,1770,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6134568452835083,0.0351179681640624,319,297.40922,299.40922,295.40922,293.40922,1,1600
321,1854,0.14185525476932526,296.1278991699219,291.7024230957031,0,0,0,0,74.23512268066406,27.952003479003906,1800,205,1771,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6139364838600159,0.033084383398436557,320,297.42368000000005,299.42368000000005,295.42368000000005,293.42368000000005,1,1605
322,1860,0.14486394822597504,296.356201171875,291.7052307128906,0,0,0,0,74.1043930053711,28.253013610839844,1800,205,1771,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6155032515525818,0.03736122343749935,321,297.43814000000003,299.43814000000003,295.43814000000003,293.43814000000003,1,1610
323,1866,0.14755220711231232,296.7460632324219,291.7069396972656,0,0,0,0,73.96783447265625,29.008432388305664,1800,205,1772,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6157116889953613,0.033130735351562864,322,297.4526,299.4526,295.4526,293.4526,2,1615
324,1872,0.1486263871192932,297.14715576171875,291.7076721191406,0,0,0,0,73.82459259033203,29.832639694213867,1800,205,1774,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6140918731689453,0.02539808476562507,323,297.46706,299.46706,295.46706,293.46706,2,1620
325,1878,0.14832676947116852,297.4651794433594,291.7076721191406,0,0,0,0,73.67249298095703,30.561792373657227,1800,205,1775,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6137691140174866,0.02016340556640671,324,297.48152000000005,299.48152000000005,295.48152000000005,293.48152000000005,0,1625
326,1884,0.14779487252235413,297.69696044921875,291.7071533203125,0,0,0,0,73.51146697998047,31.141334533691406,1800,205,1777,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6137871146202087,0.017990195507812813,325,297.49598000000003,299.49598000000003,295.49598000000003,293.49598000000003,1,1630
327,1890,0.1479889154434204,297.8695373535156,291.706298828125,0,0,0,0,73.34143829345703,31.595998764038086,1800,205,1778,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6154802441596985,0.01640902646484392,326,297.51044,299.51044,295.51044,293.51044,0,1635
328,1896,0.14861012995243073,297.9942932128906,291.7052917480469,0,0,0,0,73.16239166259766,31.954557418823242,1800,205,1779,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6155521273612976,0.015306067871093773,327,297.5249,299.5249,295.5249,293.5249,0,1640
329,1902,0.14911027252674103,298.0612487792969,291.70428466796875,0,0,0,0,72.974365234375,32.21449279785156,1800,205,1780,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6156684160232544,0.014781112207031696,328,297.53936000000004,299.53936000000004,295.53936000000004,293.53936000000004,1,1645
330,1902,0.14911027252674103,298.0612487792969,291.70428466796875,0,0,0,0,72.974365234375,32.21449279785156,1800,205,1780,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6156684160232544,0.014781112207031696,329,297.53936000000004,299.53936000000004,295.53936000000004,293.53936000000004,0,1650
331,1912,0.1499837189912796,298.0679626464844,291.702880859375,0,0,0,0,72.64144134521484,32.44960021972656,1800,205,1781,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6155156493186951,0.014954973535156455,330,297.56346,299.56346,295.56346,293.56346,1,1655
332,1913,0.15007828176021576,298.0633850097656,291.7027587890625,0,0,0,0,72.60692596435547,32.46311950683594,1800,205,1782,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.615527868270874,0.01502484990234393,331,297.56587,299.56587,295.56587,293.56587,0,1660
333,1919,0.15067757666110992,298.0174865722656,291.70208740234375,0,0,0,0,72.3968276977539,32.50923156738281,1800,205,1782,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6155993342399597,0.015628434277343787,332,297.58033,299.58033,295.58033,293.58033,1,1665
334,1925,0.1519622951745987,297.9425964355469,291.7015686035156,0,0,0,0,72.18331146240234,32.487613677978516,1800,205,1782,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6173288822174072,0.016521935644531707,333,297.59479000000005,299.59479000000005,295.59479000000005,293.59479000000005,0,1670
335,1931,0.15362754464149475,297.8501892089844,291.7012023925781,0,0,0,0,71.96784210205078,32.41595458984375,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174256801605225,0.017590607910156562,334,297.60925000000003,299.60925000000003,295.60925000000003,293.60925000000003,2,1675
336,1937,0.1547667384147644,297.7236022949219,291.7008972167969,0,0,0,0,71.75118255615234,32.29209899902344,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6171876192092896,0.01900107705078142,335,297.62371,299.62371,295.62371,293.62371,1,1680
337,1943,0.15637364983558655,297.5655822753906,291.7006530761719,0,0,0,0,71.5337142944336,32.10212707519531,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6188940405845642,0.020725877246093774,336,297.63817,299.63817,295.63817,293.63817,1,1685
338,1949,0.15879252552986145,297.41510009765625,291.7004089355469,0,0,0,0,71.3156509399414,31.89109230041504,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6191625595092773,0.023750598046875893,337,297.65263000000004,299.65263000000004,295.65263000000004,293.65263000000004,0,1690
339,1955,0.16115614771842957,297.2670593261719,291.7001953125,0,0,0,0,71.09713745117188,31.686819076538086,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6192804574966431,0.028000613476563102,338,297.66709000000003,299.66709000000003,295.66709000000003,293.66709000000003,1,1695
340,1961,0.16396868228912354,297.1170959472656,291.7000732421875,0,0,0,0,70.87823486328125,31.479116439819336,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6206291913986206,0.030289081054687812,339,297.68155,299.68155,295.68155,293.68155,0,1700
341,1961,0.16396868228912354,297.1170959472656,291.7000732421875,0,0,0,0,70.87823486328125,31.479116439819336,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6206291913986206,0.03128908105468781,340,297.68155,299.68155,295.68155,293.68155,0,1705
342,1961,0.16396868228912354,297.1170959472656,291.7000732421875,0,0,0,0,70.87823486328125,31.479116439819336,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6206291913986206,0.03128908105468781,341,297.68155,299.68155,295.68155,293.68155,2,1710
343,1973,0.1691315919160843,296.9993591308594,291.7016296386719,0,0,0,0,70.43949890136719,31.241024017333984,1800,205,1783,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6205535531044006,0.03322221738281337,342,297.71047000000004,299.71047000000004,295.71047000000004,293.71047000000004,1,1715
344,1979,0.1712164431810379,297.32012939453125,291.70416259765625,0,0,0,0,70.22021484375,31.889352798461914,1800,205,1784,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.621507465839386,0.027096012109375577,343,297.72493000000003,299.72493000000003,295.72493000000003,293.72493000000003,2,1720
345,1985,0.17232689261436462,297.7584228515625,291.70574951171875,0,0,0,0,70.00177764892578,32.807804107666016,1800,205,1785,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6211747527122498,0.019809671484375145,344,297.73939,299.73939,295.73939,293.73939,2,1725
346,1991,0.17167913913726807,298.1427001953125,291.70623779296875,0,0,0,0,69.78446960449219,33.71714401245117,1800,205,1786,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6199843287467957,0.016111498046875,345,297.75385,299.75385,295.75385,293.75385,1,1730
347,1997,0.17082688212394714,298.4234619140625,291.7059631347656,0,0,0,0,69.56809997558594,34.458038330078125,1800,205,1787,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6202151775360107,0.013448480859375422,346,297.76831000000004,299.76831000000004,295.76831000000004,293.76831000000004,2,1735
348,2003,0.16969305276870728,298.63427734375,291.7052307128906,0,0,0,0,69.35234832763672,35.045249938964844,1800,205,1788,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6190112233161926,0.011484926562500277,347,297.78277,299.78277,295.78277,293.78277,1,1740
349,2009,0.1687302440404892,298.7561950683594,291.7042541503906,0,0,0,0,69.13692474365234,35.475746154785156,1800,205,1789,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.619236946105957,0.010410349316406381,348,297.79723,299.79723,295.79723,293.79723,1,1745
350,2015,0.16899889707565308,298.82696533203125,291.70318603515625,0,0,0,0,68.92153930664062,35.77047348022461,1800,205,1790,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6204716563224792,0.009847246679687487,349,297.81169,299.81169,295.81169,293.81169,0,1750
351,2015,0.16899889707565308,298.82696533203125,291.70318603515625,0,0,0,0,68.92153930664062,35.77047348022461,1800,205,1790,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6204716563224792,0.009847246679687487,350,297.81169,299.81169,295.81169,293.81169,2,1755
352,2015,0.16899889707565308,298.82696533203125,291.70318603515625,0,0,0,0,68.92153930664062,35.77047348022461,1800,205,1790,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6204716563224792,0.009847246679687487,351,297.81169,299.81169,295.81169,293.81169,0,1760
353,2026,0.16945411264896393,298.8331604003906,291.70147705078125,0,0,0,0,68.52621459960938,36.06975555419922,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.620406985282898,0.010050395996094039,352,297.83820000000003,299.83820000000003,295.83820000000003,293.83820000000003,2,1765
354,2032,0.16904599964618683,298.7721862792969,291.7008361816406,0,0,0,0,68.31012725830078,36.11235809326172,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.61924809217453,0.010804737207031394,353,297.85266,299.85266,295.85266,293.85266,2,1770
355,2038,0.16813568770885468,298.6673583984375,291.7003173828125,0,0,0,0,68.0936508178711,36.081092834472656,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6190112829208374,0.011997616015624999,354,297.86712,299.86712,295.86712,293.86712,2,1775
356,2044,0.16693215072155,298.5129699707031,291.70001220703125,0,0,0,0,67.87672424316406,35.95269012451172,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174518465995789,0.013686100292969173,355,297.88158000000004,299.88158000000004,295.88158000000004,293.88158000000004,0,1780
357,2050,0.16595958173274994,298.3101501464844,291.70001220703125,0,0,0,0,67.65933990478516,35.71892547607422,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174959540367126,0.015858898535156526,356,297.89604,299.89604,295.89604,293.89604,0,1785
358,2050,0.16595958173274994,298.3101501464844,291.70001220703125,0,0,0,0,67.65933990478516,35.71892547607422,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174959540367126,0.015858898535156526,357,297.89604,299.89604,295.89604,293.89604,0,1790
359,2050,0.16595958173274994,298.3101501464844,291.70001220703125,0,0,0,0,67.65933990478516,35.71892547607422,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174959540367126,0.015858898535156526,358,297.89604,299.89604,295.89604,293.89604,0,1795
360,2062,0.16587573289871216,297.83184814453125,291.70001220703125,0,0,0,0,67.22404479980469,35.03729248046875,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6175382137298584,0.021862237109376112,359,297.92496000000006,299.92496000000006,295.92496000000006,293.92496000000006,1,1800
361,2067,0.1665610671043396,297.6168518066406,291.70001220703125,0,0,0,0,67.04297637939453,34.708553314208984,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6182201504707336,0.02540316386718837,360,297.93701000000004,299.93701000000004,295.93701000000004,293.93701000000004,0,1805
362,2074,0.16804690659046173,297.32318115234375,291.70001220703125,0,0,0,0,66.79034423828125,34.243812561035156,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6179678440093994,0.03261397695312553,361,297.95388,299.95388,295.95388,293.95388,2,1810
363,2080,0.1686950922012329,297.1104736328125,291.70001220703125,0,0,0,0,66.57501220703125,33.85026168823242,1800,205,1790,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6163856387138367,0.03615732734375024,362,297.96834,299.96834,295.96834,293.96834,2,1815
364,2086,0.16856764256954193,297.2290344238281,291.70166015625,0,0,0,0,66.36143493652344,34.06370544433594,1800,205,1790,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6157444715499878,0.03407531152343859,363,297.98280000000005,299.98280000000005,295.98280000000005,293.98280000000005,0,1820
365,2092,0.16789141297340393,297.52105712890625,291.70361328125,0,0,0,0,66.1506118774414,34.723541259765625,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6154249310493469,0.029524057421875794,364,297.99726000000004,299.99726000000004,295.99726000000004,293.99726000000004,0,1825
366,2098,0.1668698489665985,297.8431091308594,291.70452880859375,0,0,0,0,65.94330596923828,35.45702362060547,1800,205,1791,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6153090000152588,0.023372217382813004,365,298.01172,300.01172,296.01172,294.01172,1,1830
367,2104,0.1663113534450531,298.1174621582031,291.70458984375,0,0,0,0,65.73987579345703,36.11924743652344,1800,205,1792,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6168538331985474,0.019087178417968857,366,298.02618,300.02618,296.02618,294.02618,0,1835
368,2104,0.1663113534450531,298.1174621582031,291.70458984375,0,0,0,0,65.73987579345703,36.11924743652344,1800,205,1792,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6168538331985474,0.019087178417968857,367,298.02618,300.02618,296.02618,294.02618,0,1840
369,2115,0.16553741693496704,298.4625549316406,291.70355224609375,0,0,0,0,65.37733459472656,37.052574157714844,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6168718338012695,0.01590135068359416,368,298.05269000000004,300.05269000000004,296.05269000000004,294.05269000000004,2,1845
370,2120,0.1648034155368805,298.5418701171875,291.7028503417969,0,0,0,0,65.217041015625,37.33642578125,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6162572503089905,0.01522869882812529,369,298.06474000000003,300.06474000000003,296.06474000000003,294.06474000000003,2,1850
371,2120,0.1648034155368805,298.5418701171875,291.7028503417969,0,0,0,0,65.217041015625,37.33642578125,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6162572503089905,0.01522869882812529,370,298.06474000000003,300.06474000000003,296.06474000000003,294.06474000000003,2,1855
372,2125,0.16360019147396088,298.5670471191406,291.7021179199219,0,0,0,0,65.05963134765625,37.5273551940918,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.615942120552063,0.015097428808593917,371,298.07679,300.07679,296.07679,294.07679,0,1860
373,2136,0.1616726666688919,298.4701232910156,291.7005615234375,0,0,0,0,64.72394561767578,37.61766052246094,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6159914135932922,0.01633176708984422,372,298.10330000000005,300.10330000000005,296.10330000000005,294.10330000000005,0,1865
374,2136,0.1616726666688919,298.4701232910156,291.7005615234375,0,0,0,0,64.72394561767578,37.61766052246094,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6159914135932922,0.01633176708984422,373,298.10330000000005,300.10330000000005,296.10330000000005,294.10330000000005,1,1870
375,2142,0.1617332249879837,298.3712158203125,291.70001220703125,0,0,0,0,64.54745483398438,37.54254913330078,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6176241636276245,0.017465441796875324,374,298.11776000000003,300.11776000000003,296.11776000000003,294.11776000000003,0,1875
376,2147,0.16224578022956848,298.2768249511719,291.70001220703125,0,0,0,0,64.40425872802734,37.440059661865234,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6173776984214783,0.018529850488281454,375,298.12981,300.12981,296.12981,294.12981,0,1880
377,2153,0.162767693400383,298.1319274902344,291.70001220703125,0,0,0,0,64.23737335205078,37.259944915771484,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6174755096435547,0.020246850195312617,376,298.14427,300.14427,296.14427,294.14427,0,1885
378,2159,0.16331160068511963,297.9532775878906,291.70001220703125,0,0,0,0,64.0761947631836,37.00681686401367,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6175627112388611,0.024109048242188465,377,298.15873000000005,300.15873000000005,296.15873000000005,294.15873000000005,1,1890
379,2165,0.1645667552947998,297.7601013183594,291.70001220703125,0,0,0,0,63.92100524902344,36.702980041503906,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6192644834518433,0.027261773632813173,378,298.17319000000003,300.17319000000003,296.17319000000003,294.17319000000003,2,1895
380,2171,0.16584332287311554,297.5682373046875,291.70001220703125,0,0,0,0,63.7720947265625,36.387020111083984,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6189773678779602,0.031388253906250385,379,298.18765,300.18765,296.18765,294.18765,0,1900
381,2177,0.1667967587709427,297.35693359375,291.70001220703125,0,0,0,0,63.629695892333984,36.04914855957031,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6190996766090393,0.03690352812500009,380,298.20211,300.20211,296.20211,294.20211,2,1905
382,2183,0.16718560457229614,297.1393127441406,291.70001220703125,0,0,0,0,63.494056701660156,35.695804595947266,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6175775527954102,0.037454854882811556,381,298.21657000000005,300.21657000000005,296.21657000000005,294.21657000000005,0,1910
383,2189,0.16737158596515656,296.9515380859375,291.70001220703125,0,0,0,0,63.36543273925781,35.32754898071289,1800,205,1793,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6176365613937378,0.03441016171874935,382,298.23103000000003,300.23103000000003,296.23103000000003,294.23103000000003,0,1915
384,2189,0.16737158596515656,296.9515380859375,291.70001220703125,0,0,0,0,63.36543273925781,35.32754898071289,1800,205,1793,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6176365613937378,0.03441016171874935,383,298.23103000000003,300.23103000000003,296.23103000000003,294.23103000000003,2,1920
385,2189,0.16737158596515656,296.9515380859375,291.70001220703125,0,0,0,0,63.36543273925781,35.32754898071289,1800,205,1793,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6176365613937378,0.03341016171874935,384,298.23103000000003,300.23103000000003,296.23103000000003,294.23103000000003,0,1925
386,2206,0.1660819798707962,297.6545104980469,291.7039489746094,0,0,0,0,63.04428482055664,36.699642181396484,1800,205,1794,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6167787909507751,0.032349790039063464,385,298.27200000000005,300.27200000000005,296.27200000000005,294.27200000000005,1,1930
387,2212,0.16561515629291534,297.9537658691406,291.7042541503906,0,0,0,0,62.94797134399414,37.33980941772461,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6182993650436401,0.02565388261718817,386,298.28646000000003,300.28646000000003,296.28646000000003,294.28646000000003,0,1935
388,2218,0.1653340458869934,298.2055969238281,291.7039794921875,0,0,0,0,62.86076736450195,37.89406204223633,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6182905435562134,0.021906461523437882,387,298.30092,300.30092,296.30092,294.30092,2,1940
389,2224,0.16442252695560455,298.38055419921875,291.703369140625,0,0,0,0,62.78255081176758,38.32857894897461,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6180725693702698,0.019348258007812546,388,298.31538,300.31538,296.31538,294.31538,0,1945
390,2230,0.16334091126918793,298.4756774902344,291.70257568359375,0,0,0,0,62.7131462097168,38.61279296875,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6181355118751526,0.01854162509765672,389,298.32984000000005,300.32984000000005,296.32984000000005,294.32984000000005,1,1950
391,2236,0.16308371722698212,298.5185241699219,291.70172119140625,0,0,0,0,62.65245056152344,38.76731872558594,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6197476983070374,0.018257758300781576,390,298.34430000000003,300.34430000000003,296.34430000000003,294.34430000000003,0,1955
392,2242,0.16329585015773773,298.52960205078125,291.7008972167969,0,0,0,0,62.60042953491211,38.837711334228516,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6198168992996216,0.01829157949218768,391,298.35876,300.35876,296.35876,294.35876,0,1960
393,2247,0.1633794754743576,298.5003967285156,291.70025634765625,0,0,0,0,62.56371307373047,38.82984924316406,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6199158430099487,0.018704132714843807,392,298.37081,300.37081,296.37081,294.37081,0,1965
394,2253,0.16349175572395325,298.4232482910156,291.70001220703125,0,0,0,0,62.52762985229492,38.72698211669922,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6200239062309265,0.01962021708984423,393,298.38527000000005,300.38527000000005,296.38527000000005,294.38527000000005,1,1970
395,2260,0.1640734076499939,298.2938232421875,291.70001220703125,0,0,0,0,62.49660110473633,38.511226654052734,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6204238533973694,0.021166335156250625,394,298.40214000000003,300.40214000000003,296.40214000000003,294.40214000000003,1,1975
396,2266,0.16549448668956757,298.16998291015625,291.70001220703125,0,0,0,0,62.47957229614258,38.26694107055664,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6218751668930054,0.023932341796875332,395,298.4166,300.4166,296.4166,294.4166,0,1980
397,2272,0.16715902090072632,298.03826904296875,291.70001220703125,0,0,0,0,62.47144317626953,37.9942626953125,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6219735741615295,0.027855819140625043,396,298.43106,300.43106,296.43106,294.43106,2,1985
398,2278,0.16817770898342133,297.8824462890625,291.70001220703125,0,0,0,0,62.47220993041992,37.688331604003906,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6219761967658997,0.03026147421875089,397,298.44552000000004,300.44552000000004,296.44552000000004,294.44552000000004,0,1990
399,2284,0.16896438598632812,297.7005615234375,291.70001220703125,0,0,0,0,62.4818229675293,37.33489990234375,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6220998764038086,0.0351883695312506,398,298.45998000000003,300.45998000000003,296.45998000000003,294.45998000000003,2,1995
400,2290,0.16922321915626526,297.5093688964844,291.70001220703125,0,0,0,0,62.50025939941406,36.95542526245117,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.620690107345581,0.03830142207031281,399,298.47444,300.47444,296.47444,294.47444,0,2000
401,2296,0.16931384801864624,297.3023681640625,291.70001220703125,0,0,0,0,62.52750015258789,36.54820251464844,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6207774877548218,0.03626936328124998,400,298.4889,300.4889,296.4889,294.4889,0,2005
402,2302,0.1698189377784729,297.1033020019531,291.70001220703125,0,0,0,0,62.56355667114258,36.13275146484375,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6208071112632751,0.031998840039061636,401,298.50336000000004,300.50336000000004,296.50336000000004,294.50336000000004,2,2010
403,2307,0.1701676845550537,297.0752868652344,291.70001220703125,0,0,0,0,62.600364685058594,35.8951301574707,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6201749444007874,0.030197537304686873,402,298.51541000000003,300.51541000000003,296.51541000000003,294.51541000000003,0,2015
404,2314,0.17009742558002472,297.3778381347656,291.702392578125,0,0,0,0,62.66273880004883,36.379737854003906,1800,205,1795,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6201426982879639,0.036911162695312215,403,298.53228,300.53228,296.53228,294.53228,1,2020
405,2320,0.17013227939605713,297.7447814941406,291.7038269042969,0,0,0,0,62.72679138183594,37.037200927734375,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6215604543685913,0.0350391701171875,404,298.54674,300.54674,296.54674,294.54674,2,2025
406,2320,0.17013227939605713,297.7447814941406,291.7038269042969,0,0,0,0,62.72679138183594,37.037200927734375,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6215604543685913,0.0350391701171875,405,298.54674,300.54674,296.54674,294.54674,1,2030
407,2320,0.17013227939605713,297.7447814941406,291.7038269042969,0,0,0,0,62.72679138183594,37.037200927734375,1800,205,1796,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6215604543685913,0.0350391701171875,406,298.54674,300.54674,296.54674,294.54674,0,2035
408,2332,0.17039380967617035,298.39599609375,291.7040710449219,0,0,0,0,62.884315490722656,38.23528289794922,1800,205,1797,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6217886805534363,0.02359327812500055,407,298.57566,300.57566,296.57566,294.57566,1,2040
409,2338,0.17064495384693146,298.61065673828125,291.7034606933594,0,0,0,0,62.977134704589844,38.632389068603516,1800,205,1798,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6230058670043945,0.01979463261718763,408,298.59012,300.59012,296.59012,294.59012,2,2045
410,2344,0.17068761587142944,298.7649230957031,291.70263671875,0,0,0,0,63.07877731323242,38.903377532958984,1800,205,1799,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.6229526400566101,0.018396569042969303,409,298.60458000000006,300.60458000000006,296.60458000000006,294.60458000000006,0,2050
411,2350,0.17031359672546387,298.8380432128906,291.7017517089844,0,0,0,0,63.18880081176758,39.038814544677734,1800,205,1799,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.62306147813797,0.017809967871094158,410,298.61904000000004,300.61904000000004,296.61904000000004,294.61904000000004,0,2055
412,2355,0.1700727939605713,298.852783203125,291.70098876953125,0,0,0,0,63.28658676147461,39.04534149169922,1800,205,1799,112,7,0,0,1,1,0,1,0,0,1,0,0,-0.623137354850769,0.017783067968750288,411,298.63109000000003,300.63109000000003,296.63109000000003,294.63109000000003,2,2060
